Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2023
Nomemapa=c:\tabwin\br_municip.map
"Município";"01 Ações de promoção e prevenção em saúde";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"320480 SAO JOSE DO CALCADO";0;81;1178;138;0;0;0;1201;2598
"320490 SAO MATEUS";0;25648;7044;1316;0;10;0;6094;40112
"320495 SAO ROQUE DO CANAA";0;0;0;0;0;0;0;0;0
"320500 SERRA";0;82592;77962;4708;0;227;523;14440;180452
"320501 SOORETAMA";0;0;0;0;0;0;0;0;0
"320503 VARGEM ALTA";0;4;65;3;0;0;0;27;99
"320506 VENDA NOVA DO IMIGRANTE";0;3578;3921;390;0;2;45;799;8735
"320510 VIANA";0;0;0;0;0;0;0;0;0
"320515 VILA PAVAO";0;0;0;0;0;0;0;0;0
"320517 VILA VALERIO";0;0;0;0;0;0;0;0;0
"320520 VILA VELHA";1;62224;44857;6750;114;1034;1108;10709;126797
"320530 VITORIA";0;99580;74649;8490;30;1311;1952;24056;210068
" MUNICIPIO IGNORADO - RJ";0;0;0;0;0;0;0;0;0
"330010 ANGRA DOS REIS";0;7344;14167;1314;16;118;135;4379;27473
"330015 APERIBE";0;1062;911;55;0;0;0;135;2163
"330020 ARARUAMA";0;9164;12342;2501;0;36;177;2770;26990
"330022 AREAL";0;0;17;0;0;0;0;0;17
"330023 ARMACAO DOS BUZIOS";0;5619;1518;374;0;0;0;782;8293
"330025 ARRAIAL DO CABO";0;3739;4683;111;0;17;0;377;8927
"330030 BARRA DO PIRAI";0;8722;5917;396;0;0;6;1160;16201
"330040 BARRA MANSA";0;15591;9001;1186;0;5;1496;1215;28494
"330045 BELFORD ROXO";0;1581;6712;457;0;0;0;1854;10604
"330050 BOM JARDIM";0;0;0;0;0;0;0;0;0
"330060 BOM JESUS DO ITABAPOANA";0;24341;13970;1771;0;2;146;2313;42543
"330070 CABO FRIO";0;10814;15501;2673;0;199;318;2355;31860
"330080 CACHOEIRAS DE MACACU";0;106;3353;195;0;1;0;975;4630
"330090 CAMBUCI";0;0;0;0;0;0;0;0;0
"330093 CARAPEBUS";0;0;0;0;0;0;0;0;0
"330095 COMENDADOR LEVY GASPARIAN";0;0;0;0;0;0;0;0;0
"330100 CAMPOS DOS GOYTACAZES";0;99119;97994;4564;6;433;774;19068;221958
"330110 CANTAGALO";0;2408;128;32;0;0;0;542;3110
"330115 CARDOSO MOREIRA";0;0;0;0;0;0;0;0;0
"330120 CARMO";0;784;610;41;0;0;2;362;1799
"330130 CASIMIRO DE ABREU";0;184;954;306;0;19;29;957;2449
"330140 CONCEICAO DE MACABU";0;0;201;0;0;0;0;0;201
"330150 CORDEIRO";0;0;0;0;0;0;0;0;0
"330160 DUAS BARRAS";0;417;192;4;0;0;0;0;613
"330170 DUQUE DE CAXIAS";0;52881;96816;20678;45;468;1086;17327;189301
"330180 ENGENHEIRO PAULO DE FRONTIN";0;1054;390;96;0;0;0;171;1711
"330185 GUAPIMIRIM";0;11778;15631;3066;0;42;0;604;31121
"330187 IGUABA GRANDE";0;0;0;0;0;0;0;0;0
"330190 ITABORAI";0;43319;48986;3869;0;292;0;5084;101550
"330200 ITAGUAI";0;12619;11578;1086;0;9;3;611;25906
"330205 ITALVA";0;0;0;0;0;0;0;0;0
"330210 ITAOCARA";0;0;0;0;0;0;0;0;0
"330220 ITAPERUNA";0;23961;15581;846;124;418;625;2780;44335
"330225 ITATIAIA";0;639;1351;30;0;0;0;85;2105
"330227 JAPERI";0;2266;2748;0;0;0;0;0;5014
"330230 LAJE DO MURIAE";0;0;0;0;0;0;0;0;0
"330240 MACAE";0;37464;30727;1073;6;150;593;4947;74960
"330245 MACUCO";0;0;0;0;0;0;0;0;0
"330250 MAGE";0;17682;37709;500;0;119;0;599;56609
"330260 MANGARATIBA";0;1764;241;154;0;12;0;479;2650
"330270 MARICA";0;50769;22340;907;13;171;250;3403;77853
"330280 MENDES";0;1141;236;47;0;0;0;0;1424
"330285 MESQUITA";0;7584;12510;318;0;25;0;2594;23031
"330290 MIGUEL PEREIRA";0;9856;290;77;0;0;1;1540;11764
"330300 MIRACEMA";0;1880;873;37;0;1;0;247;3038
"330310 NATIVIDADE";0;608;406;17;0;0;0;121;1152
"330320 NILOPOLIS";0;4131;15295;1039;0;0;256;1533;22254
"330330 NITEROI";4;73092;78022;4402;29;382;628;11171;167730
"330340 NOVA FRIBURGO";0;25531;10243;1110;0;103;162;4610;41759
"330350 NOVA IGUACU";0;124447;114507;6016;16;212;180;20140;265518
"330360 PARACAMBI";0;85;516;24;0;0;0;253;878
"330370 PARAIBA DO SUL";0;7733;6639;1338;0;0;616;1126;17452
"330380 PARATY";0;5858;2582;244;0;1;9;805;9499
"330385 PATY DO ALFERES";0;0;0;0;0;0;0;0;0
"330390 PETROPOLIS";0;39870;86940;9458;10;204;1036;7895;145413
"330395 PINHEIRAL";0;0;0;0;0;0;0;0;0
"330400 PIRAI";0;4190;3963;500;0;30;22;741;9446
"330410 PORCIUNCULA";0;0;0;0;0;0;0;0;0
"330411 PORTO REAL";0;296;789;80;0;0;0;273;1438
"330412 QUATIS";0;0;0;0;0;0;0;0;0
"330414 QUEIMADOS";0;866;1400;2922;0;0;0;1191;6379
"330415 QUISSAMA";0;5128;2099;233;0;11;0;246;7717
"330420 RESENDE";0;5614;3895;306;0;10;36;2946;12807
"330430 RIO BONITO";0;9135;1368;383;0;5;24;1726;12641
"330440 RIO CLARO";0;286;456;9;0;0;0;96;847
"330450 RIO DAS FLORES";0;0;37;0;0;0;0;0;37
"330452 RIO DAS OSTRAS";0;8629;23004;238;0;1;0;936;32808
"330455 RIO DE JANEIRO";0;641815;509388;44222;1465;10450;8320;129071;1344731
"330460 SANTA MARIA MADALENA";0;710;35;79;0;0;0;267;1091
"330470 SANTO ANTONIO DE PADUA";0;169;5206;85;0;0;7;1445;6912
"330475 SAO FRANCISCO DE ITABAPOANA";0;2793;606;63;0;0;2;304;3768
"330480 SAO FIDELIS";0;4108;2017;47;0;0;7;843;7022
"330490 SAO GONCALO";0;91947;54082;6940;21;124;1246;12238;166598
"330500 SAO JOAO DA BARRA";0;8952;6586;352;0;47;13;1018;16968
"330510 SAO JOAO DE MERITI";0;4407;16145;284;0;64;0;3239;24139
"330513 SAO JOSE DE UBA";0;0;0;0;0;0;0;0;0
"330515 SAO JOSE DO VALE DO RIO PRETO";0;1430;214;15;0;0;0;238;1897
"330520 SAO PEDRO DA ALDEIA";0;1826;941;170;0;0;0;259;3196
"330530 SAO SEBASTIAO DO ALTO";0;341;42;19;0;0;0;277;679
"330540 SAPUCAIA";0;0;0;0;0;0;0;0;0
"330550 SAQUAREMA";0;10152;8038;1161;0;0;55;2051;21457
"330555 SEROPEDICA";0;1518;4420;86;0;8;0;235;6267
"330560 SILVA JARDIM";0;0;1057;0;0;0;0;59;1116
"330570 SUMIDOURO";0;88;113;0;0;0;0;0;201
"330575 TANGUA";0;953;468;0;0;0;0;210;1631
"330580 TERESOPOLIS";0;13364;7724;780;0;96;296;3725;25985
"330590 TRAJANO DE MORAES";0;313;39;8;0;0;0;88;448
"330600 TRES RIOS";0;14869;6804;308;0;44;137;2031;24193
"330610 VALENCA";0;3727;2569;1910;0;200;87;3591;12084
"330615 VARRE-SAI";0;36;112;12;0;0;0;7;167
"330620 VASSOURAS";0;19138;3987;1306;0;22;453;3096;28002
"330630 VOLTA REDONDA";0;80552;72841;3262;9;379;941;12245;170229
" MUNICIPIO IGNORADO - SP";0;0;0;0;0;0;0;0;0
"350010 ADAMANTINA";0;6763;5241;396;0;14;58;1188;13660
"350020 ADOLFO";0;0;0;0;0;0;0;0;0
"350030 AGUAI";0;0;246;5;0;0;0;196;447
"350040 AGUAS DA PRATA";0;0;0;0;0;0;0;0;0
"350050 AGUAS DE LINDOIA";0;97;96;19;0;0;20;260;492
"350055 AGUAS DE SANTA BARBARA";0;0;0;0;0;0;0;0;0
"350060 AGUAS DE SAO PEDRO";0;0;0;0;0;0;0;0;0
"350070 AGUDOS";0;398;30;61;0;0;6;0;495
"350075 ALAMBARI";0;0;0;0;0;0;0;0;0
"350080 ALFREDO MARCONDES";0;0;0;0;0;0;0;0;0
"350090 ALTAIR";0;0;0;0;0;0;0;0;0
"350100 ALTINOPOLIS";0;1017;1334;39;0;0;0;110;2500
"350110 ALTO ALEGRE";0;55;58;0;0;0;0;0;113
"350115 ALUMINIO";0;0;0;0;0;0;0;0;0
"350120 ALVARES FLORENCE";0;0;0;0;0;0;0;0;0
"350130 ALVARES MACHADO";0;520;644;0;0;0;0;99;1263
"350140 ALVARO DE CARVALHO";0;0;0;0;0;0;0;0;0
"350150 ALVINLANDIA";0;0;0;0;0;0;0;0;0
"350160 AMERICANA";0;10733;7229;381;0;40;66;1636;20085
"350170 AMERICO BRASILIENSE";0;5204;5363;475;0;0;37;1245;12324
"350180 AMERICO DE CAMPOS";0;0;0;0;0;0;0;0;0
"350190 AMPARO";0;6101;7763;225;0;28;47;838;15002
"350200 ANALANDIA";0;0;0;0;0;0;0;0;0
"350210 ANDRADINA";0;3817;3759;79;0;3;9;1011;8678
"350220 ANGATUBA";0;1633;672;31;0;0;0;451;2787
"350230 ANHEMBI";0;0;0;0;0;0;0;0;0
"350240 ANHUMAS";0;0;0;0;0;0;0;0;0
"350250 APARECIDA";0;5487;4465;262;0;13;52;874;11153
"350260 APARECIDA D'OESTE";0;3;5;0;0;0;0;4;12
"350270 APIAI";0;1875;2126;279;0;29;0;460;4769
"350275 ARACARIGUAMA";0;0;0;0;0;0;0;0;0
"350280 ARACATUBA";0;24097;12586;656;10;233;477;6088;44147
"350290 ARACOIABA DA SERRA";0;0;0;0;0;0;0;0;0
"350300 ARAMINA";0;0;0;0;0;0;0;0;0
"350310 ARANDU";0;0;9;0;0;0;0;0;9
"350315 ARAPEI";0;0;0;0;0;0;0;0;0
"350320 ARARAQUARA";0;30206;15065;758;35;183;688;3392;50327
"350330 ARARAS";0;11745;7207;399;0;55;219;1841;21466
"350335 ARCO-IRIS";0;0;0;0;0;0;0;0;0
"350340 AREALVA";0;0;8;3;0;0;0;0;11
"350350 AREIAS";0;0;0;0;0;0;0;0;0
"350360 AREIOPOLIS";0;0;0;0;0;0;0;0;0
"350370 ARIRANHA";0;0;0;0;0;0;0;0;0
"350380 ARTUR NOGUEIRA";0;0;0;0;0;0;0;0;0
"350390 ARUJA";0;2765;2408;45;0;0;0;314;5532
"350395 ASPASIA";0;0;0;0;0;0;0;0;0
"350400 ASSIS";0;13280;9542;2693;0;130;185;3015;28845
"350410 ATIBAIA";0;4043;1248;137;0;0;13;591;6032
"350420 AURIFLAMA";0;207;205;138;0;0;4;125;679
"350430 AVAI";0;0;0;0;0;0;0;0;0
"350440 AVANHANDAVA";0;0;0;0;0;0;0;0;0
"350450 AVARE";0;13909;6636;2595;2;77;575;3426;27220
"350460 BADY BASSITT";0;0;0;0;0;0;0;0;0
"350470 BALBINOS";0;0;0;0;0;0;0;0;0
"350480 BALSAMO";0;0;0;0;0;0;0;0;0
"350490 BANANAL";0;0;0;0;0;0;0;0;0
"350500 BARAO DE ANTONINA";0;0;0;0;0;0;0;0;0
"350510 BARBOSA";0;0;0;0;0;0;0;0;0
"350520 BARIRI";0;0;0;0;0;0;0;0;0
"350530 BARRA BONITA";0;1775;827;106;0;5;14;297;3024
"350535 BARRA DO CHAPEU";0;0;0;0;0;0;0;0;0
"350540 BARRA DO TURVO";0;0;0;0;0;0;0;0;0
"350550 BARRETOS";0;51262;19675;1802;796;101;782;8595;83013
"350560 BARRINHA";0;0;0;0;0;0;0;0;0
"350570 BARUERI";0;74770;32680;1550;8;178;225;5652;115063
"350580 BASTOS";0;509;190;5;0;0;0;147;851
"350590 BATATAIS";0;6082;4545;230;0;24;72;959;11912
"350600 BAURU";0;47871;47679;2563;10;264;856;14082;113325
"350610 BEBEDOURO";0;5907;3064;430;0;18;114;478;10011
"350620 BENTO DE ABREU";0;0;0;0;0;0;0;0;0
"350630 BERNARDINO DE CAMPOS";0;355;356;0;0;0;0;48;759
"350635 BERTIOGA";0;260;2026;113;0;0;0;395;2794
"350640 BILAC";0;9;21;0;0;0;0;35;65
"350650 BIRIGUI";0;5446;2708;158;0;4;29;1015;9360
"350660 BIRITIBA-MIRIM";0;0;0;0;0;0;0;0;0
"350670 BOA ESPERANCA DO SUL";0;139;23;0;0;0;0;30;192
"350680 BOCAINA";0;45;58;4;0;0;0;32;139
"350690 BOFETE";0;0;0;0;0;0;0;0;0
"350700 BOITUVA";0;4845;1932;87;0;7;36;556;7463
"350710 BOM JESUS DOS PERDOES";0;38;113;0;0;0;0;65;216
"350715 BOM SUCESSO DE ITARARE";0;0;0;0;0;0;0;0;0
"350720 BORA";0;0;0;0;0;0;0;0;0
"350730 BORACEIA";0;0;0;0;0;0;0;0;0
"350740 BORBOREMA";0;558;2042;19;0;1;1;208;2829
"350745 BOREBI";0;0;0;0;0;0;0;0;0
"350750 BOTUCATU";0;95294;18342;3633;628;5360;1354;9751;134362
"350760 BRAGANCA PAULISTA";0;29379;12242;974;18;107;764;3978;47462
"350770 BRAUNA";0;0;0;0;0;0;0;0;0
"350775 BREJO ALEGRE";0;0;0;0;0;0;0;0;0
"350780 BRODOWSKI";0;0;0;0;0;0;0;0;0
"350790 BROTAS";0;586;539;10;0;0;5;169;1309
"350800 BURI";0;0;0;0;0;0;0;0;0
"350810 BURITAMA";0;616;225;3;0;0;0;142;986
"350820 BURITIZAL";0;0;0;0;0;0;0;0;0
"350830 CABRALIA PAULISTA";0;0;0;0;0;0;0;0;0
"350840 CABREUVA";0;399;19;9;0;0;0;63;490
"350850 CACAPAVA";0;7445;2253;206;0;1;58;1097;11060
"350860 CACHOEIRA PAULISTA";0;1127;135;0;0;0;0;48;1310
"350870 CACONDE";0;648;1524;25;0;0;0;225;2422
"350880 CAFELANDIA";0;863;141;17;0;0;1;186;1208
"350890 CAIABU";0;0;0;0;0;0;0;0;0
"350900 CAIEIRAS";0;1586;1372;70;0;0;1;77;3106
"350910 CAIUA";0;0;0;0;0;0;0;0;0
"350920 CAJAMAR";0;8767;6172;93;0;0;0;0;15032
"350925 CAJATI";0;0;0;0;0;0;0;0;0
"350930 CAJOBI";0;0;0;0;0;0;0;0;0
"350940 CAJURU";0;2015;466;69;0;0;2;520;3072
"350945 CAMPINA DO MONTE ALEGRE";0;0;0;0;0;0;0;0;0
"350950 CAMPINAS";0;107656;81096;6673;992;6068;2478;23550;228513
"350960 CAMPO LIMPO PAULISTA";0;7616;4778;148;0;46;6;837;13431
"350970 CAMPOS DO JORDAO";0;5500;6059;377;0;0;0;570;12506
"350980 CAMPOS NOVOS PAULISTA";0;0;0;0;0;0;0;0;0
"350990 CANANEIA";0;0;0;0;0;0;0;0;0
"350995 CANAS";0;0;0;0;0;0;0;0;0
"351000 CANDIDO MOTA";0;776;1446;77;0;0;0;405;2704
"351010 CANDIDO RODRIGUES";0;0;0;0;0;0;0;0;0
"351015 CANITAR";0;0;0;0;0;0;0;0;0
"351020 CAPAO BONITO";0;2275;1169;112;0;10;1;586;4153
"351030 CAPELA DO ALTO";0;0;0;0;0;0;0;0;0
"351040 CAPIVARI";0;2910;2226;159;0;3;30;419;5747
"351050 CARAGUATATUBA";0;35004;17672;1456;0;189;121;4543;58985
"351060 CARAPICUIBA";0;30552;16168;944;0;106;262;3634;51666
"351070 CARDOSO";0;228;187;7;0;0;3;95;520
"351080 CASA BRANCA";0;747;2997;154;0;0;4;44;3946
"351090 CASSIA DOS COQUEIROS";0;0;0;0;0;0;0;0;0
"351100 CASTILHO";0;121;552;0;0;0;0;170;843
"351110 CATANDUVA";0;26603;23815;979;20;294;571;6008;58290
"351120 CATIGUA";0;0;0;0;0;0;0;0;0
"351130 CEDRAL";0;0;0;0;0;0;0;0;0
"351140 CERQUEIRA CESAR";0;296;413;14;0;0;0;142;865
"351150 CERQUILHO";0;881;305;110;0;4;1;166;1467
"351160 CESARIO LANGE";0;665;42;6;0;0;0;177;890
"351170 CHARQUEADA";0;210;16;0;0;0;0;10;236
"351190 CLEMENTINA";0;165;14;3;0;0;0;32;214
"351200 COLINA";0;5;351;30;0;0;6;255;647
"351210 COLOMBIA";0;0;0;0;0;0;0;0;0
"351220 CONCHAL";0;633;432;113;0;0;3;183;1364
"351230 CONCHAS";0;6;136;0;0;0;0;31;173
"351240 CORDEIROPOLIS";0;0;0;0;0;0;0;0;0
"351250 COROADOS";0;0;0;0;0;0;0;0;0
"351260 CORONEL MACEDO";0;0;0;0;0;0;0;0;0
"351270 CORUMBATAI";0;0;0;0;0;0;0;0;0
"351280 COSMOPOLIS";0;2501;946;32;0;0;18;236;3733
"351290 COSMORAMA";0;0;0;0;0;0;0;0;0
"351300 COTIA";0;20292;5204;664;6;406;89;2620;29281
"351310 CRAVINHOS";0;0;0;0;0;0;0;0;0
"351320 CRISTAIS PAULISTA";0;0;0;0;0;0;0;0;0
"351330 CRUZALIA";0;0;0;0;0;0;0;0;0
"351340 CRUZEIRO";0;14246;4861;842;0;5;93;2495;22542
"351350 CUBATAO";0;7748;7066;284;0;1;0;1398;16497
"351360 CUNHA";0;951;664;55;0;1;0;308;1979
"351370 DESCALVADO";0;954;928;153;0;1;7;121;2164
"351380 DIADEMA";0;59488;34426;916;14;178;246;4977;100245
"351385 DIRCE REIS";0;0;0;0;0;0;0;0;0
"351390 DIVINOLANDIA";0;396;3939;335;0;0;33;129;4832
"351400 DOBRADA";0;0;0;0;0;0;0;0;0
"351410 DOIS CORREGOS";0;839;3237;3;0;0;0;433;4512
"351420 DOLCINOPOLIS";0;0;0;0;0;0;0;0;0
"351430 DOURADO";0;0;0;0;0;0;0;0;0
"351440 DRACENA";0;8605;4024;68;0;18;60;1452;14227
"351450 DUARTINA";0;1275;1013;38;0;0;0;181;2507
"351460 DUMONT";0;0;0;0;0;0;0;0;0
"351470 ECHAPORA";0;0;0;0;0;0;0;0;0
"351480 ELDORADO";0;0;0;0;0;0;0;0;0
"351490 ELIAS FAUSTO";0;0;0;0;0;0;0;0;0
"351492 ELISIARIO";0;0;0;0;0;0;0;0;0
"351495 EMBAUBA";0;0;0;0;0;0;0;0;0
"351500 EMBU DAS ARTES";0;137;1305;16;0;1;0;68;1527
"351510 EMBU-GUACU";0;0;116;0;0;0;0;0;116
"351512 EMILIANOPOLIS";0;0;0;0;0;0;0;0;0
"351515 ENGENHEIRO COELHO";0;0;0;0;0;0;0;0;0
"351518 ESPIRITO SANTO DO PINHAL";0;6266;13373;112;0;13;32;672;20468
"351519 ESPIRITO SANTO DO TURVO";0;0;0;0;0;0;0;0;0
"351520 ESTRELA D'OESTE";0;224;161;2;0;0;0;49;436
"351530 ESTRELA DO NORTE";0;0;0;0;0;0;0;0;0
"351535 EUCLIDES DA CUNHA PAULISTA";0;0;0;0;0;0;0;0;0
"351540 FARTURA";0;459;449;21;0;0;0;190;1119
"351550 FERNANDOPOLIS";0;11129;4421;205;3;46;76;1416;17296
"351560 FERNANDO PRESTES";0;0;0;0;0;0;0;0;0
"351565 FERNAO";0;0;0;0;0;0;0;0;0
"351570 FERRAZ DE VASCONCELOS";0;3525;5192;229;0;9;16;575;9546
"351580 FLORA RICA";0;0;0;0;0;0;0;0;0
"351590 FLOREAL";0;0;0;0;0;0;0;0;0
"351600 FLORIDA PAULISTA";0;364;118;9;0;0;0;146;637
"351610 FLORINIA";0;0;0;0;0;0;0;0;0
"351620 FRANCA";0;33602;11470;1136;33;336;1024;5864;53465
"351630 FRANCISCO MORATO";0;28514;7840;321;0;57;9;2782;39523
"351640 FRANCO DA ROCHA";0;2078;7129;449;0;1;71;1360;11088
"351650 GABRIEL MONTEIRO";0;0;0;0;0;0;0;0;0
"351660 GALIA";0;179;113;0;0;0;0;38;330
"351670 GARCA";0;3007;7857;178;0;0;3;632;11677
"351680 GASTAO VIDIGAL";0;0;0;0;0;0;0;0;0
"351685 GAVIAO PEIXOTO";0;0;0;0;0;0;0;0;0
"351690 GENERAL SALGADO";0;245;207;0;0;0;0;82;534
"351700 GETULINA";0;1187;309;0;0;0;0;0;1496
"351710 GLICERIO";0;0;0;0;0;0;0;0;0
"351720 GUAICARA";0;0;0;0;0;0;0;0;0
"351730 GUAIMBE";0;0;0;0;0;0;0;0;0
"351740 GUAIRA";0;2041;1100;132;0;1;14;396;3684
"351750 GUAPIACU";0;0;0;0;0;0;0;0;0
"351760 GUAPIARA";0;0;0;0;0;0;0;0;0
"351770 GUARA";0;434;305;34;0;0;0;75;848
"351780 GUARACAI";0;168;27;5;0;0;0;84;284
"351790 GUARACI";0;0;0;0;0;0;0;0;0
"351800 GUARANI D'OESTE";0;0;0;0;0;0;0;0;0
"351810 GUARANTA";0;0;0;0;0;0;0;0;0
"351820 GUARARAPES";0;989;1034;31;0;0;0;500;2554
"351830 GUARAREMA";0;1863;671;21;0;17;0;204;2776
"351840 GUARATINGUETA";0;12643;7838;360;0;29;54;2838;23762
"351850 GUAREI";0;0;0;0;0;0;0;0;0
"351860 GUARIBA";0;1388;169;51;0;0;8;224;1840
"351870 GUARUJA";0;35787;20233;1197;11;360;293;2892;60773
"351880 GUARULHOS";0;96718;78750;2101;2;290;618;12770;191249
"351885 GUATAPARA";0;0;0;0;0;0;0;0;0
"351890 GUZOLANDIA";0;0;0;0;0;0;0;0;0
"351900 HERCULANDIA";0;734;73;0;0;0;0;4;811
"351905 HOLAMBRA";0;0;0;0;0;0;0;0;0
"351907 HORTOLANDIA";0;16042;5627;202;0;129;93;613;22706
"351910 IACANGA";0;45;14;11;0;0;0;0;70
"351920 IACRI";0;0;0;0;0;0;0;0;0
"351925 IARAS";0;0;0;0;0;0;0;0;0
"351930 IBATE";0;360;158;42;0;1;0;93;654
"351940 IBIRA";0;104;110;0;0;0;0;56;270
"351950 IBIRAREMA";0;0;0;0;0;0;0;0;0
"351960 IBITINGA";0;3362;2384;136;0;39;53;649;6623
"351970 IBIUNA";0;0;232;119;0;0;0;0;351
"351980 ICEM";0;0;0;0;0;0;0;0;0
"351990 IEPE";0;631;174;13;0;0;0;214;1032
"352000 IGARACU DO TIETE";0;0;0;0;0;0;0;0;0
"352010 IGARAPAVA";0;1344;1440;40;0;0;4;454;3282
"352020 IGARATA";0;0;0;0;0;0;0;0;0
"352030 IGUAPE";0;0;0;0;0;0;0;0;0
"352040 ILHABELA";0;178;610;163;0;2;23;676;1652
"352042 ILHA COMPRIDA";0;0;0;0;0;0;0;0;0
"352044 ILHA SOLTEIRA";0;3017;1486;81;0;2;20;553;5159
"352050 INDAIATUBA";0;23337;8637;767;0;111;215;2254;35321
"352060 INDIANA";0;0;0;0;0;0;0;0;0
"352070 INDIAPORA";0;79;102;6;0;0;0;30;217
"352080 INUBIA PAULISTA";0;0;0;0;0;0;0;0;0
"352090 IPAUSSU";0;399;203;8;0;0;0;113;723
"352100 IPERO";0;0;0;0;0;0;0;0;0
"352110 IPEUNA";0;0;0;0;0;0;0;0;0
"352115 IPIGUA";0;0;0;0;0;0;0;0;0
"352120 IPORANGA";0;0;0;0;0;0;0;0;0
"352130 IPUA";0;0;0;0;0;0;0;0;0
"352140 IRACEMAPOLIS";0;0;0;0;0;0;0;0;0
"352150 IRAPUA";0;0;0;0;0;0;0;0;0
"352160 IRAPURU";0;0;0;0;0;0;0;0;0
"352170 ITABERA";0;3243;428;46;0;0;0;38;3755
"352180 ITAI";0;253;31;0;0;0;0;10;294
"352190 ITAJOBI";0;441;848;0;0;0;0;78;1367
"352200 ITAJU";0;0;0;0;0;0;0;0;0
"352210 ITANHAEM";0;25519;17450;705;0;72;159;2809;46714
"352215 ITAOCA";0;0;0;0;0;0;0;0;0
"352220 ITAPECERICA DA SERRA";0;24325;5050;690;0;15;44;3517;33641
"352230 ITAPETININGA";0;20643;1787;955;0;63;115;3324;26887
"352240 ITAPEVA";0;11655;8547;297;11;120;116;2483;23229
"352250 ITAPEVI";0;21572;8583;742;0;164;259;3583;34903
"352260 ITAPIRA";0;14607;13082;1170;0;253;79;1376;30567
"352265 ITAPIRAPUA PAULISTA";0;0;0;0;0;0;0;0;0
"352270 ITAPOLIS";0;4650;3050;84;0;96;30;587;8497
"352280 ITAPORANGA";0;596;299;21;0;0;0;139;1055
"352290 ITAPUI";0;601;112;0;0;0;0;0;713
"352300 ITAPURA";0;0;0;0;0;0;0;0;0
"352310 ITAQUAQUECETUBA";0;39107;3539;663;0;217;240;5176;48942
"352320 ITARARE";0;8833;3663;1448;0;20;14;755;14733
"352330 ITARIRI";0;0;0;0;0;0;0;0;0
"352340 ITATIBA";0;7753;1773;332;0;78;51;1011;10998
"352350 ITATINGA";0;428;128;0;0;0;0;0;556
"352360 ITIRAPINA";0;370;98;0;0;0;0;36;504
"352370 ITIRAPUA";0;0;0;0;0;0;0;0;0
"352380 ITOBI";0;0;0;0;0;0;0;0;0
"352390 ITU";0;13667;16819;454;0;20;195;1788;32943
"352400 ITUPEVA";0;2887;1117;34;0;0;0;114;4152
"352410 ITUVERAVA";0;4631;2441;339;0;2;43;822;8278
"352420 JABORANDI";0;28;20;0;0;0;0;6;54
"352430 JABOTICABAL";0;4203;2205;85;0;6;20;448;6967
"352440 JACAREI";0;27191;13841;623;0;23;153;3150;44981
"352450 JACI";0;222;10992;33;0;0;0;93;11340
"352460 JACUPIRANGA";0;0;0;0;0;0;0;0;0
"352470 JAGUARIUNA";0;8486;4997;475;0;34;30;840;14862
"352480 JALES";0;9042;9795;713;0;74;171;2118;21913
"352490 JAMBEIRO";0;0;0;0;0;0;0;0;0
"352500 JANDIRA";0;0;0;0;0;0;0;0;0
"352510 JARDINOPOLIS";0;0;0;0;0;0;0;0;0
"352520 JARINU";0;0;246;0;0;0;0;50;296
"352530 JAU";0;75441;34954;1623;1196;1690;496;4748;120148
"352540 JERIQUARA";0;0;0;0;0;0;0;0;0
"352550 JOANOPOLIS";0;214;36;4;0;0;0;50;304
"352560 JOAO RAMALHO";0;0;0;0;0;0;0;0;0
"352570 JOSE BONIFACIO";0;762;195;16;0;0;5;204;1182
"352580 JULIO MESQUITA";0;0;0;0;0;0;0;0;0
"352585 JUMIRIM";0;0;0;0;0;0;0;0;0
"352590 JUNDIAI";0;26967;30356;3059;4;596;1152;4784;66918
"352600 JUNQUEIROPOLIS";0;880;347;20;0;0;8;277;1532
"352610 JUQUIA";0;0;0;0;0;0;0;0;0
"352620 JUQUITIBA";0;0;0;0;0;0;0;0;0
"352630 LAGOINHA";0;0;0;0;0;0;0;0;0
"352640 LARANJAL PAULISTA";0;980;1539;27;0;1;5;318;2870
"352650 LAVINIA";0;0;0;0;0;0;0;0;0
"352660 LAVRINHAS";0;0;0;0;0;0;0;0;0
"352670 LEME";0;13612;3043;229;0;63;37;1046;18030
"352680 LENCOIS PAULISTA";0;3546;2715;159;0;13;31;664;7128
"352690 LIMEIRA";0;42870;10254;1129;14;27;718;5557;60569
"352700 LINDOIA";0;0;0;0;0;0;0;0;0
"352710 LINS";0;6347;6707;370;0;21;69;1400;14914
"352720 LORENA";0;10284;11961;465;0;13;41;2262;25026
"352725 LOURDES";0;0;0;0;0;0;0;0;0
"352730 LOUVEIRA";0;3256;1381;224;0;50;11;298;5220
"352740 LUCELIA";0;712;43;0;0;0;0;106;861
"352750 LUCIANOPOLIS";0;0;0;0;0;0;0;0;0
"352760 LUIS ANTONIO";0;0;0;0;0;0;0;0;0
"352770 LUIZIANIA";0;0;0;0;0;0;0;0;0
"352780 LUPERCIO";0;0;0;0;0;0;0;0;0
